case_id,complaint_category,complaint,officer_name,officer_id,speaking_order,bank_name,resolution_status
CMS_2026_072,Mis-selling of Financial Products,"I went to Bank_03 to renew my Fixed Deposit of Rs. 146,059 for 10 years. The executive tricked me into signing a policy document, claiming it was a tax-saving FD. Later, I realized it is a ULIP with an annual premium obligation of Rs. 146,059. I want my premium refunded.",Mr. Rajesh Malhotra,OFF_105,The bank submitted the signed key feature document indicating the customer consented to the insurance plan. No evidence of misrepresentation. Complaint dismissed.,Bank_03,Dismissed
CMS_2026_073,Loan Recovery Harassment,"Even after I settled my personal loan account in full and obtained a No Dues Certificate from Bank_05, recovery agents visited my office on 06-January-2026 demanding further payments of Rs. 90,314 as pending interest.",Ms. Fatima Sheikh,OFF_104,"The settlement payment was defaulted on, resulting in the cancellation of the settlement agreement. The bank's recovery actions are legally valid. Complaint dismissed.",Bank_05,Dismissed
CMS_2026_074,Unauthorized Electronic Transaction,"My debit card was cloned and cash amounting to Rs. 166,005 was withdrawn at an ATM on 22-January-2026 while the card was in my physical possession. I immediately reported it, but the bank claims the card PIN was used and therefore they are not liable.",Mr. Suresh Kumar,OFF_101,The bank provided evidence that the transactions were validated with chip-and-PIN technology. The customer failed to establish that the compromise occurred due to bank's negligence. Complaint dismissed.,Bank_08,Dismissed
CMS_2026_075,Pension & Account Maintenance Issues,"The bank charged me Rs. 208,287 as penalty for non-maintenance of minimum balance on 20-February-2026, but they never sent me an alert or warning SMS that my balance had dropped below the threshold.",Mr. David D'Souza,OFF_103,The bank provided log records showing that three SMS warnings were sent to the customer's registered number over a period of 30 days prior to charging the penalty. Complaint dismissed.,Bank_09,Dismissed
CMS_2026_076,Credit Card Overcharging,"The bank charged me a late fee of Rs. 150,062 and high interest charges on 20-January-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Mr. David D'Souza,OFF_103,"The payment was initiated after the banking hours cutoff on the due date, leading to next-day clearance. Late fee is as per terms. Complaint dismissed.",Bank_10,Dismissed
CMS_2026_077,Credit Card Overcharging,"I was charged Rs. 145,701 as an annual fee on my credit card on 03-February-2026, despite being promised a lifetime free card. The customer care executive is refusing to reverse it, saying the offer has expired.",Mr. David D'Souza,OFF_103,"The card terms state that the annual fee is waived only if annual spend exceeds Rs. 1,00,000. The complainant's spend was lower. Complaint dismissed.",Bank_02,Dismissed
CMS_2026_078,Unauthorized Electronic Transaction,"My debit card was cloned and cash amounting to Rs. 75,112 was withdrawn at an ATM on 23-April-2026 while the card was in my physical possession. I immediately reported it, but the bank claims the card PIN was used and therefore they are not liable.",Mr. Rajesh Malhotra,OFF_105,The bank provided evidence that the transactions were validated with chip-and-PIN technology. The customer failed to establish that the compromise occurred due to bank's negligence. Complaint dismissed.,Bank_01,Dismissed
CMS_2026_079,Credit Card Overcharging,"I was charged Rs. 143,753 as an annual fee on my credit card on 08-February-2026, despite being promised a lifetime free card. The customer care executive is refusing to reverse it, saying the offer has expired.",Mr. David D'Souza,OFF_103,"The welcome kit and application form confirm the credit card was marketed as 'Lifetime Free'. The bank is directed to reverse the annual fee of Rs. 143,753 along with any interest charged.",Bank_04,Allowed
CMS_2026_080,Pension & Account Maintenance Issues,"My savings account was frozen by Bank_10 on 04-April-2026 without any prior notice. I cannot withdraw money for my basic needs. The bank manager says they are checking KYC, but I submitted all documents last month.",Ms. Fatima Sheikh,OFF_104,"The customer had submitted valid KYC documents prior to the freeze. The bank froze the account without 30 days notice. The bank is directed to unfreeze the account and pay Rs. 5,000 for service deficiency.",Bank_10,Allowed
CMS_2026_081,Unauthorized Electronic Transaction,"My debit card was cloned and cash amounting to Rs. 11,449 was withdrawn at an ATM on 14-March-2026 while the card was in my physical possession. I immediately reported it, but the bank claims the card PIN was used and therefore they are not liable.",Mr. Rajesh Malhotra,OFF_105,"The Ombudsman noted that the ATM video footage showed a third party using a cloned card, and the customer reported within 2 days. The bank is directed to credit back Rs. 11,449 to the customer's account.",Bank_08,Allowed
CMS_2026_082,Unauthorized Electronic Transaction,"My debit card was cloned and cash amounting to Rs. 216,330 was withdrawn at an ATM on 09-May-2026 while the card was in my physical possession. I immediately reported it, but the bank claims the card PIN was used and therefore they are not liable.",Ms. Fatima Sheikh,OFF_104,"The Ombudsman noted that the ATM video footage showed a third party using a cloned card, and the customer reported within 2 days. The bank is directed to credit back Rs. 216,330 to the customer's account.",Bank_10,Allowed
CMS_2026_083,Loan Recovery Harassment,"The recovery team of the bank seized my vehicle on 21-April-2026 without giving the mandatory 14 days pre-possession notice. They also demanded Rs. 115,264 as recovery charges to release the vehicle.",Mr. David D'Souza,OFF_103,"The repossession was done without following due process and without adequate notice. The bank is directed to return the vehicle, waive the recovery charges of Rs. 115,264, and pay Rs. 20,000 as compensation.",Bank_05,Allowed
CMS_2026_084,Loan Recovery Harassment,"Even after I settled my personal loan account in full and obtained a No Dues Certificate from Bank_02, recovery agents visited my office on 16-March-2026 demanding further payments of Rs. 182,842 as pending interest.",Mr. Suresh Kumar,OFF_101,"The bank failed to update its system post-settlement. The bank is directed to immediately cease recovery efforts, issue a formal apology letter, and pay Rs. 15,000 for reputational damage.",Bank_02,Allowed
CMS_2026_085,Loan Recovery Harassment,"Even after I settled my personal loan account in full and obtained a No Dues Certificate from Bank_06, recovery agents visited my office on 25-April-2026 demanding further payments of Rs. 31,388 as pending interest.",Ms. Fatima Sheikh,OFF_104,"The settlement payment was defaulted on, resulting in the cancellation of the settlement agreement. The bank's recovery actions are legally valid. Complaint dismissed.",Bank_06,Dismissed
CMS_2026_086,Unauthorized Electronic Transaction,"I noticed unauthorized online transactions amounting to Rs. 136,905 from my savings account on 12-May-2026. I immediately blocked my card and registered a complaint with the bank, but they refused to refund the amount, claiming customer negligence in safeguarding details. I did not share any OTP or password.",Mr. Rajesh Malhotra,OFF_105,"The Ombudsman observed that the customer reported the unauthorized transactions within 24 hours of occurrence. As per RBI guidelines on limited liability of customers, the bank is directed to reverse the charges of Rs. 136,905 and restore the balance. No additional compensation is awarded.",Bank_07,Allowed
CMS_2026_087,Credit Card Overcharging,"My credit card bill dated 04-January-2026 shows a charge of Rs. 128,064 for a transaction I never made. I reported the dispute, but the bank has charged me interest and late payment fees on this disputed amount.",Mr. Suresh Kumar,OFF_101,"As per RBI rules, disputed credit card transactions must not be charged interest while investigation is pending. The bank is directed to reverse Rs. 128,064 and all interest and fees.",Bank_03,Allowed
CMS_2026_088,Pension & Account Maintenance Issues,My pension payment for the month of April 2026 has been delayed by the bank. I am a retired government employee and depend on this pension. The bank staff is giving excuses.,Mr. David D'Souza,OFF_103,"The delay was due to late receipt of the pension scroll from the government treasury department, not the bank. Complaint dismissed.",Bank_09,Dismissed
CMS_2026_089,Credit Card Overcharging,"The bank charged me a late fee of Rs. 124,789 and high interest charges on 08-April-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Mr. Rajesh Malhotra,OFF_105,"The payment was initiated after the banking hours cutoff on the due date, leading to next-day clearance. Late fee is as per terms. Complaint dismissed.",Bank_09,Dismissed
CMS_2026_090,Loan Recovery Harassment,"Even after I settled my personal loan account in full and obtained a No Dues Certificate from Bank_03, recovery agents visited my office on 26-May-2026 demanding further payments of Rs. 90,096 as pending interest.",Mr. Rajesh Malhotra,OFF_105,"The settlement payment was defaulted on, resulting in the cancellation of the settlement agreement. The bank's recovery actions are legally valid. Complaint dismissed.",Bank_03,Dismissed
CMS_2026_091,Credit Card Overcharging,"I was charged Rs. 118,059 as an annual fee on my credit card on 18-April-2026, despite being promised a lifetime free card. The customer care executive is refusing to reverse it, saying the offer has expired.",Ms. Ananya Rao,OFF_102,"The card terms state that the annual fee is waived only if annual spend exceeds Rs. 1,00,000. The complainant's spend was lower. Complaint dismissed.",Bank_10,Dismissed
CMS_2026_092,Pension & Account Maintenance Issues,"My savings account was frozen by Bank_04 on 28-April-2026 without any prior notice. I cannot withdraw money for my basic needs. The bank manager says they are checking KYC, but I submitted all documents last month.",Ms. Ananya Rao,OFF_102,"The customer had submitted valid KYC documents prior to the freeze. The bank froze the account without 30 days notice. The bank is directed to unfreeze the account and pay Rs. 5,000 for service deficiency.",Bank_04,Allowed
CMS_2026_093,Unauthorized Electronic Transaction,"I noticed unauthorized online transactions amounting to Rs. 132,672 from my savings account on 19-March-2026. I immediately blocked my card and registered a complaint with the bank, but they refused to refund the amount, claiming customer negligence in safeguarding details. I did not share any OTP or password.",Ms. Fatima Sheikh,OFF_104,"The Ombudsman observed that the customer reported the unauthorized transactions within 24 hours of occurrence. As per RBI guidelines on limited liability of customers, the bank is directed to reverse the charges of Rs. 132,672 and restore the balance. No additional compensation is awarded.",Bank_08,Allowed
CMS_2026_094,Credit Card Overcharging,"My credit card bill dated 03-April-2026 shows a charge of Rs. 41,464 for a transaction I never made. I reported the dispute, but the bank has charged me interest and late payment fees on this disputed amount.",Ms. Fatima Sheikh,OFF_104,The bank provided transaction logs confirming the transaction was authenticated by the customer using OTP and 3D Secure. The dispute is invalid. Complaint dismissed.,Bank_01,Dismissed
CMS_2026_095,Pension & Account Maintenance Issues,"My savings account was frozen by Bank_02 on 21-April-2026 without any prior notice. I cannot withdraw money for my basic needs. The bank manager says they are checking KYC, but I submitted all documents last month.",Mr. David D'Souza,OFF_103,"The customer had submitted valid KYC documents prior to the freeze. The bank froze the account without 30 days notice. The bank is directed to unfreeze the account and pay Rs. 5,000 for service deficiency.",Bank_02,Allowed
CMS_2026_096,Unauthorized Electronic Transaction,"On 25-January-2026, Rs. 26,806 was debited from my account through UPI. I did not initiate this payment. The UPI ID of the recipient is unknown to me. The bank is refusing to credit back the amount, saying the transaction was authenticated by my PIN.",Mr. Suresh Kumar,OFF_101,"The bank did not implement proper fraud risk velocity checks on UPI transfers. The bank is directed to restore the debited amount of Rs. 26,806 to the complainant's account.",Bank_04,Allowed
CMS_2026_097,Loan Recovery Harassment,"Even after I settled my personal loan account in full and obtained a No Dues Certificate from Bank_05, recovery agents visited my office on 08-May-2026 demanding further payments of Rs. 39,160 as pending interest.",Mr. Rajesh Malhotra,OFF_105,"The bank failed to update its system post-settlement. The bank is directed to immediately cease recovery efforts, issue a formal apology letter, and pay Rs. 15,000 for reputational damage.",Bank_05,Allowed
CMS_2026_098,Pension & Account Maintenance Issues,"The bank charged me Rs. 64,132 as penalty for non-maintenance of minimum balance on 16-May-2026, but they never sent me an alert or warning SMS that my balance had dropped below the threshold.",Mr. David D'Souza,OFF_103,"As per RBI regulations, banks must notify customers before levying charges for minimum balance non-maintenance. The bank is ordered to refund the penalty of Rs. 64,132.",Bank_07,Allowed
CMS_2026_099,Credit Card Overcharging,"The bank charged me a late fee of Rs. 178,631 and high interest charges on 18-February-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Ms. Fatima Sheikh,OFF_104,"The complainant initiated payment before the cutoff time on the due date. The gateway delay is the bank's responsibility. The bank is directed to refund all late fees and interest of Rs. 178,631.",Bank_01,Allowed
CMS_2026_100,Loan Recovery Harassment,"Even after I settled my personal loan account in full and obtained a No Dues Certificate from Bank_05, recovery agents visited my office on 13-April-2026 demanding further payments of Rs. 53,223 as pending interest.",Mr. David D'Souza,OFF_103,"The bank failed to update its system post-settlement. The bank is directed to immediately cease recovery efforts, issue a formal apology letter, and pay Rs. 15,000 for reputational damage.",Bank_05,Allowed
CMS_2026_101,Loan Recovery Harassment,"The recovery team of the bank seized my vehicle on 09-January-2026 without giving the mandatory 14 days pre-possession notice. They also demanded Rs. 104,758 as recovery charges to release the vehicle.",Mr. David D'Souza,OFF_103,The bank proved that multiple notices were sent to the customer's registered address. The repossession was carried out legally under the loan agreement terms. Complaint dismissed.,Bank_05,Dismissed
CMS_2026_102,Pension & Account Maintenance Issues,"My savings account was frozen by Bank_04 on 21-February-2026 without any prior notice. I cannot withdraw money for my basic needs. The bank manager says they are checking KYC, but I submitted all documents last month.",Mr. Suresh Kumar,OFF_101,"The customer had submitted valid KYC documents prior to the freeze. The bank froze the account without 30 days notice. The bank is directed to unfreeze the account and pay Rs. 5,000 for service deficiency.",Bank_04,Allowed
CMS_2026_103,Unauthorized Electronic Transaction,"My debit card was cloned and cash amounting to Rs. 96,646 was withdrawn at an ATM on 24-February-2026 while the card was in my physical possession. I immediately reported it, but the bank claims the card PIN was used and therefore they are not liable.",Ms. Ananya Rao,OFF_102,The bank provided evidence that the transactions were validated with chip-and-PIN technology. The customer failed to establish that the compromise occurred due to bank's negligence. Complaint dismissed.,Bank_05,Dismissed
CMS_2026_104,Mis-selling of Financial Products,"I was sold a high-risk mutual fund with a lump sum investment of Rs. 230,758 by the bank relationship manager, who promised guaranteed returns of 15% per annum. The portfolio value has dropped, and I have lost my principal. This is mis-selling.",Ms. Fatima Sheikh,OFF_104,"The bank staff made misleading statements regarding returns. The bank is ordered to refund the principal amount of Rs. 230,758 less current portfolio value, and pay Rs. 5,000 for service deficiency.",Bank_04,Allowed
CMS_2026_105,Loan Recovery Harassment,"My loan EMI was delayed by two weeks due to a medical emergency. The bank's recovery agents are calling me at 11 PM, sending abusive messages on WhatsApp, and harassing my family members, violating RBI recovery agent guidelines.",Ms. Fatima Sheikh,OFF_104,The bank provided call logs proving calls were made during standard hours (8 AM to 7 PM). No evidence of abusive language. Complaint dismissed.,Bank_05,Dismissed
CMS_2026_106,Pension & Account Maintenance Issues,"My savings account was frozen by Bank_09 on 09-May-2026 without any prior notice. I cannot withdraw money for my basic needs. The bank manager says they are checking KYC, but I submitted all documents last month.",Mr. David D'Souza,OFF_103,The account was frozen following a cyber-police directive regarding a suspicious deposit. The bank acted in compliance with law enforcement directives. Complaint dismissed.,Bank_09,Dismissed
CMS_2026_107,Credit Card Overcharging,"My credit card bill dated 12-January-2026 shows a charge of Rs. 247,491 for a transaction I never made. I reported the dispute, but the bank has charged me interest and late payment fees on this disputed amount.",Mr. Rajesh Malhotra,OFF_105,The bank provided transaction logs confirming the transaction was authenticated by the customer using OTP and 3D Secure. The dispute is invalid. Complaint dismissed.,Bank_10,Dismissed
CMS_2026_108,Pension & Account Maintenance Issues,My pension payment for the month of April 2026 has been delayed by the bank. I am a retired government employee and depend on this pension. The bank staff is giving excuses.,Ms. Ananya Rao,OFF_102,"As per RBI circulars on pension disbursement, delayed pensions attract an interest of 8% per annum. The bank is directed to pay the pension along with Rs. 23,274 as interest for the delay.",Bank_06,Allowed
CMS_2026_109,Loan Recovery Harassment,"Even after I settled my personal loan account in full and obtained a No Dues Certificate from Bank_01, recovery agents visited my office on 04-February-2026 demanding further payments of Rs. 31,440 as pending interest.",Mr. Rajesh Malhotra,OFF_105,"The bank failed to update its system post-settlement. The bank is directed to immediately cease recovery efforts, issue a formal apology letter, and pay Rs. 15,000 for reputational damage.",Bank_01,Allowed
CMS_2026_110,Pension & Account Maintenance Issues,"The bank charged me Rs. 191,473 as penalty for non-maintenance of minimum balance on 05-April-2026, but they never sent me an alert or warning SMS that my balance had dropped below the threshold.",Mr. David D'Souza,OFF_103,"As per RBI regulations, banks must notify customers before levying charges for minimum balance non-maintenance. The bank is ordered to refund the penalty of Rs. 191,473.",Bank_07,Allowed
CMS_2026_111,Mis-selling of Financial Products,"The bank relationship manager forced me to buy a credit life insurance policy of Rs. 117,574 as a condition for approving my home loan on 08-March-2026. They said the loan would not be sanctioned without it. This is tied-selling and against RBI rules.",Mr. David D'Souza,OFF_103,The customer signed a separate consent form opting for the insurance coverage. No proof of coercion is found. Complaint dismissed.,Bank_01,Dismissed
CMS_2026_112,Unauthorized Electronic Transaction,"I noticed unauthorized online transactions amounting to Rs. 33,023 from my savings account on 28-April-2026. I immediately blocked my card and registered a complaint with the bank, but they refused to refund the amount, claiming customer negligence in safeguarding details. I did not share any OTP or password.",Mr. Suresh Kumar,OFF_101,Forensic logs submitted by the bank confirm the transactions were completed using the customer's registered mobile device and the second-factor authentication OTP was sent and entered successfully. The complaint is dismissed due to customer negligence.,Bank_01,Dismissed
CMS_2026_113,Mis-selling of Financial Products,"I went to Bank_01 to renew my Fixed Deposit of Rs. 207,301 for 6 years. The executive tricked me into signing a policy document, claiming it was a tax-saving FD. Later, I realized it is a ULIP with an annual premium obligation of Rs. 207,301. I want my premium refunded.",Ms. Ananya Rao,OFF_102,"Evidence shows the customer is a senior citizen and the product sold is highly unsuitable. The bank is directed to cancel the policy and refund the premium of Rs. 207,301 in full without any surrender charges.",Bank_01,Allowed
CMS_2026_114,Mis-selling of Financial Products,"I was sold a high-risk mutual fund with a lump sum investment of Rs. 1,743 by the bank relationship manager, who promised guaranteed returns of 15% per annum. The portfolio value has dropped, and I have lost my principal. This is mis-selling.",Mr. Suresh Kumar,OFF_101,"The bank staff made misleading statements regarding returns. The bank is ordered to refund the principal amount of Rs. 1,743 less current portfolio value, and pay Rs. 5,000 for service deficiency.",Bank_06,Allowed
CMS_2026_115,Mis-selling of Financial Products,"I went to Bank_03 to renew my Fixed Deposit of Rs. 155,364 for 3 years. The executive tricked me into signing a policy document, claiming it was a tax-saving FD. Later, I realized it is a ULIP with an annual premium obligation of Rs. 155,364. I want my premium refunded.",Mr. Rajesh Malhotra,OFF_105,The bank submitted the signed key feature document indicating the customer consented to the insurance plan. No evidence of misrepresentation. Complaint dismissed.,Bank_03,Dismissed
CMS_2026_116,Credit Card Overcharging,"The bank charged me a late fee of Rs. 204,952 and high interest charges on 12-May-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Mr. Rajesh Malhotra,OFF_105,"The complainant initiated payment before the cutoff time on the due date. The gateway delay is the bank's responsibility. The bank is directed to refund all late fees and interest of Rs. 204,952.",Bank_02,Allowed
CMS_2026_117,Pension & Account Maintenance Issues,"My savings account was frozen by Bank_01 on 21-January-2026 without any prior notice. I cannot withdraw money for my basic needs. The bank manager says they are checking KYC, but I submitted all documents last month.",Mr. Suresh Kumar,OFF_101,"The customer had submitted valid KYC documents prior to the freeze. The bank froze the account without 30 days notice. The bank is directed to unfreeze the account and pay Rs. 5,000 for service deficiency.",Bank_01,Allowed
CMS_2026_118,Credit Card Overcharging,"I was charged Rs. 236,737 as an annual fee on my credit card on 03-March-2026, despite being promised a lifetime free card. The customer care executive is refusing to reverse it, saying the offer has expired.",Mr. Rajesh Malhotra,OFF_105,"The welcome kit and application form confirm the credit card was marketed as 'Lifetime Free'. The bank is directed to reverse the annual fee of Rs. 236,737 along with any interest charged.",Bank_08,Allowed
CMS_2026_119,Credit Card Overcharging,"My credit card bill dated 10-April-2026 shows a charge of Rs. 140,082 for a transaction I never made. I reported the dispute, but the bank has charged me interest and late payment fees on this disputed amount.",Mr. Suresh Kumar,OFF_101,The bank provided transaction logs confirming the transaction was authenticated by the customer using OTP and 3D Secure. The dispute is invalid. Complaint dismissed.,Bank_09,Dismissed
CMS_2026_120,Mis-selling of Financial Products,"The bank relationship manager forced me to buy a credit life insurance policy of Rs. 119,372 as a condition for approving my home loan on 08-April-2026. They said the loan would not be sanctioned without it. This is tied-selling and against RBI rules.",Mr. Suresh Kumar,OFF_101,"Tied-selling of insurance is prohibited under RBI guidelines. The bank is directed to refund the premium of Rs. 119,372 and decouple the insurance from the loan.",Bank_09,Allowed
CMS_2026_121,Credit Card Overcharging,"The bank charged me a late fee of Rs. 175,354 and high interest charges on 09-March-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Mr. Suresh Kumar,OFF_101,"The complainant initiated payment before the cutoff time on the due date. The gateway delay is the bank's responsibility. The bank is directed to refund all late fees and interest of Rs. 175,354.",Bank_06,Allowed
CMS_2026_122,Credit Card Overcharging,"My credit card bill dated 12-February-2026 shows a charge of Rs. 194,670 for a transaction I never made. I reported the dispute, but the bank has charged me interest and late payment fees on this disputed amount.",Mr. David D'Souza,OFF_103,"As per RBI rules, disputed credit card transactions must not be charged interest while investigation is pending. The bank is directed to reverse Rs. 194,670 and all interest and fees.",Bank_02,Allowed
CMS_2026_123,Unauthorized Electronic Transaction,"On 10-March-2026, Rs. 158,393 was debited from my account through UPI. I did not initiate this payment. The UPI ID of the recipient is unknown to me. The bank is refusing to credit back the amount, saying the transaction was authenticated by my PIN.",Ms. Ananya Rao,OFF_102,The transaction was verified to be a person-to-person transfer initiated from the complainant's device with correct UPI PIN. No security breach detected on bank's systems. Complaint dismissed.,Bank_07,Dismissed
CMS_2026_124,Credit Card Overcharging,"My credit card bill dated 04-March-2026 shows a charge of Rs. 97,353 for a transaction I never made. I reported the dispute, but the bank has charged me interest and late payment fees on this disputed amount.",Mr. Rajesh Malhotra,OFF_105,The bank provided transaction logs confirming the transaction was authenticated by the customer using OTP and 3D Secure. The dispute is invalid. Complaint dismissed.,Bank_02,Dismissed
CMS_2026_125,Pension & Account Maintenance Issues,My pension payment for the month of March 2026 has been delayed by the bank. I am a retired government employee and depend on this pension. The bank staff is giving excuses.,Mr. David D'Souza,OFF_103,"The delay was due to late receipt of the pension scroll from the government treasury department, not the bank. Complaint dismissed.",Bank_10,Dismissed
CMS_2026_126,Unauthorized Electronic Transaction,"I noticed unauthorized online transactions amounting to Rs. 149,457 from my savings account on 22-April-2026. I immediately blocked my card and registered a complaint with the bank, but they refused to refund the amount, claiming customer negligence in safeguarding details. I did not share any OTP or password.",Ms. Ananya Rao,OFF_102,Forensic logs submitted by the bank confirm the transactions were completed using the customer's registered mobile device and the second-factor authentication OTP was sent and entered successfully. The complaint is dismissed due to customer negligence.,Bank_01,Dismissed
CMS_2026_127,Credit Card Overcharging,"The bank charged me a late fee of Rs. 90,363 and high interest charges on 06-March-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Mr. Suresh Kumar,OFF_101,"The payment was initiated after the banking hours cutoff on the due date, leading to next-day clearance. Late fee is as per terms. Complaint dismissed.",Bank_07,Dismissed
CMS_2026_128,Mis-selling of Financial Products,"I was sold a high-risk mutual fund with a lump sum investment of Rs. 14,044 by the bank relationship manager, who promised guaranteed returns of 15% per annum. The portfolio value has dropped, and I have lost my principal. This is mis-selling.",Ms. Fatima Sheikh,OFF_104,Mutual fund investments are subject to market risks. The customer signed the risk disclosure documents. No service deficiency established. Complaint dismissed.,Bank_03,Dismissed
CMS_2026_129,Loan Recovery Harassment,"The recovery team of the bank seized my vehicle on 12-April-2026 without giving the mandatory 14 days pre-possession notice. They also demanded Rs. 30,836 as recovery charges to release the vehicle.",Mr. Suresh Kumar,OFF_101,The bank proved that multiple notices were sent to the customer's registered address. The repossession was carried out legally under the loan agreement terms. Complaint dismissed.,Bank_05,Dismissed
CMS_2026_130,Credit Card Overcharging,"My credit card bill dated 01-February-2026 shows a charge of Rs. 15,360 for a transaction I never made. I reported the dispute, but the bank has charged me interest and late payment fees on this disputed amount.",Mr. David D'Souza,OFF_103,The bank provided transaction logs confirming the transaction was authenticated by the customer using OTP and 3D Secure. The dispute is invalid. Complaint dismissed.,Bank_04,Dismissed
CMS_2026_131,Unauthorized Electronic Transaction,"I noticed unauthorized online transactions amounting to Rs. 131,386 from my savings account on 24-April-2026. I immediately blocked my card and registered a complaint with the bank, but they refused to refund the amount, claiming customer negligence in safeguarding details. I did not share any OTP or password.",Mr. Rajesh Malhotra,OFF_105,Forensic logs submitted by the bank confirm the transactions were completed using the customer's registered mobile device and the second-factor authentication OTP was sent and entered successfully. The complaint is dismissed due to customer negligence.,Bank_06,Dismissed
CMS_2026_132,Loan Recovery Harassment,"My loan EMI was delayed by two weeks due to a medical emergency. The bank's recovery agents are calling me at 11 PM, sending abusive messages on WhatsApp, and harassing my family members, violating RBI recovery agent guidelines.",Mr. Rajesh Malhotra,OFF_105,The bank provided call logs proving calls were made during standard hours (8 AM to 7 PM). No evidence of abusive language. Complaint dismissed.,Bank_09,Dismissed
CMS_2026_133,Pension & Account Maintenance Issues,"My savings account was frozen by Bank_07 on 21-April-2026 without any prior notice. I cannot withdraw money for my basic needs. The bank manager says they are checking KYC, but I submitted all documents last month.",Ms. Ananya Rao,OFF_102,The account was frozen following a cyber-police directive regarding a suspicious deposit. The bank acted in compliance with law enforcement directives. Complaint dismissed.,Bank_07,Dismissed
CMS_2026_134,Credit Card Overcharging,"My credit card bill dated 12-January-2026 shows a charge of Rs. 242,112 for a transaction I never made. I reported the dispute, but the bank has charged me interest and late payment fees on this disputed amount.",Ms. Fatima Sheikh,OFF_104,"As per RBI rules, disputed credit card transactions must not be charged interest while investigation is pending. The bank is directed to reverse Rs. 242,112 and all interest and fees.",Bank_10,Allowed
CMS_2026_135,Pension & Account Maintenance Issues,"My savings account was frozen by Bank_09 on 11-February-2026 without any prior notice. I cannot withdraw money for my basic needs. The bank manager says they are checking KYC, but I submitted all documents last month.",Mr. Suresh Kumar,OFF_101,"The customer had submitted valid KYC documents prior to the freeze. The bank froze the account without 30 days notice. The bank is directed to unfreeze the account and pay Rs. 5,000 for service deficiency.",Bank_09,Allowed
CMS_2026_136,Pension & Account Maintenance Issues,"My savings account was frozen by Bank_09 on 24-February-2026 without any prior notice. I cannot withdraw money for my basic needs. The bank manager says they are checking KYC, but I submitted all documents last month.",Mr. Rajesh Malhotra,OFF_105,"The customer had submitted valid KYC documents prior to the freeze. The bank froze the account without 30 days notice. The bank is directed to unfreeze the account and pay Rs. 5,000 for service deficiency.",Bank_09,Allowed
CMS_2026_137,Unauthorized Electronic Transaction,"I noticed unauthorized online transactions amounting to Rs. 203,597 from my savings account on 21-April-2026. I immediately blocked my card and registered a complaint with the bank, but they refused to refund the amount, claiming customer negligence in safeguarding details. I did not share any OTP or password.",Mr. Rajesh Malhotra,OFF_105,Forensic logs submitted by the bank confirm the transactions were completed using the customer's registered mobile device and the second-factor authentication OTP was sent and entered successfully. The complaint is dismissed due to customer negligence.,Bank_03,Dismissed
CMS_2026_138,Loan Recovery Harassment,"The recovery team of the bank seized my vehicle on 05-April-2026 without giving the mandatory 14 days pre-possession notice. They also demanded Rs. 83,873 as recovery charges to release the vehicle.",Mr. David D'Souza,OFF_103,"The repossession was done without following due process and without adequate notice. The bank is directed to return the vehicle, waive the recovery charges of Rs. 83,873, and pay Rs. 20,000 as compensation.",Bank_10,Allowed
CMS_2026_139,Unauthorized Electronic Transaction,"On 03-March-2026, Rs. 133,995 was debited from my account through UPI. I did not initiate this payment. The UPI ID of the recipient is unknown to me. The bank is refusing to credit back the amount, saying the transaction was authenticated by my PIN.",Mr. David D'Souza,OFF_103,"The bank did not implement proper fraud risk velocity checks on UPI transfers. The bank is directed to restore the debited amount of Rs. 133,995 to the complainant's account.",Bank_10,Allowed
CMS_2026_140,Unauthorized Electronic Transaction,"My debit card was cloned and cash amounting to Rs. 156,734 was withdrawn at an ATM on 17-April-2026 while the card was in my physical possession. I immediately reported it, but the bank claims the card PIN was used and therefore they are not liable.",Mr. Rajesh Malhotra,OFF_105,The bank provided evidence that the transactions were validated with chip-and-PIN technology. The customer failed to establish that the compromise occurred due to bank's negligence. Complaint dismissed.,Bank_02,Dismissed
CMS_2026_141,Loan Recovery Harassment,"The recovery team of the bank seized my vehicle on 17-February-2026 without giving the mandatory 14 days pre-possession notice. They also demanded Rs. 125,683 as recovery charges to release the vehicle.",Mr. David D'Souza,OFF_103,The bank proved that multiple notices were sent to the customer's registered address. The repossession was carried out legally under the loan agreement terms. Complaint dismissed.,Bank_04,Dismissed
CMS_2026_142,Credit Card Overcharging,"I was charged Rs. 11,260 as an annual fee on my credit card on 08-April-2026, despite being promised a lifetime free card. The customer care executive is refusing to reverse it, saying the offer has expired.",Mr. David D'Souza,OFF_103,"The welcome kit and application form confirm the credit card was marketed as 'Lifetime Free'. The bank is directed to reverse the annual fee of Rs. 11,260 along with any interest charged.",Bank_02,Allowed
